nombre de coeurs,mesure
2,0.04
2,0.04
2,0.04
2,0.04
2,0.04
4,0.02
4,0.02
4,0.04
4,0.21
4,0.02
8,0.10
8,0.01
8,0.01
8,0.44
8,0.01
16,0.01
16,0.01
16,0.01
16,0.07
16,0.34
32,0.21
32,0.05
32,0.04
32,0.02
32,0.01
64,0.07
64,0.07
64,0.13
64,0.05
64,0.07
