nombre de coeurs,mesure
2,0.10
2,0.10
2,0.10
2,0.10
2,0.10
4,0.05
4,0.05
4,0.05
4,0.05
4,0.05
8,0.02
8,0.02
8,0.02
8,0.02
8,0.02
16,0.01
16,0.01
16,0.01
16,0.01
16,0.01
32,0.01
32,0.01
32,0.01
32,0.01
32,0.01
64,0.01
64,0.01
64,0.01
64,0.01
64,0.01
