nombre de coeurs,mesure
1,0.14
1,0.14
1,0.14
1,0.14
1,0.15
2,0.14
2,0.14
2,0.16
2,0.14
2,0.14
4,0.16
4,0.16
4,0.15
4,0.16
4,0.17
8,0.14
8,0.14
8,0.14
8,0.14
8,0.13
16,0.21
16,0.22
16,0.18
16,0.24
16,0.27
32,0.28
32,0.32
32,0.37
32,0.29
32,0.31
64,0.33
64,0.75
64,0.47
64,0.72
64,0.44
