nombre de coeurs,mesure
2,0.21
2,0.20
2,0.20
2,0.19
2,0.18
4,0.63
4,0.63
4,0.63
4,0.65
4,0.58
8,1.10
8,1.11
8,1.39
8,1.26
8,1.28
