nombre de coeurs,mesure
2,2.47
2,2.20
2,2.47
2,3.07
2,2.61
4,3.58
4,3.59
4,3.47
4,3.67
4,3.69
8,4.73
8,4.27
8,5.04
8,4.78
8,4.79
16,7.84
16,7.72
16,7.94
16,7.88
16,7.79
32,13.94
32,13.91
32,13.82
32,13.57
32,13.92
64,26.44
64,26.84
64,26.50
64,26.86
64,26.65
